date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,value
134,0.268759242,0.449643696,0.834432018,0.671818676,0.27623735,0.328382477,0.189405157,0,0.241974324,0.426598007,0.164223563,0.117410729,0.103444095,0.120224752,0.599662936,0.910981071,0.744700576,0.751114698,0.788652711,0.487545358,0.302241406,0.473661,0.613714045,0.415023971,0.085888671,0,0.023792922,0,0.00403097,0.025879877,0,0.013321294,0.023783373,0,0.026837189,0.021164115,0,0.079727015,0.204435912,0.078280073,0,0.004732539,0.227655346,0.285853961,0,0,0.311002756,0.517865456,0.436546291,0.204138348,0,0.07611629,0.134394573,0.003817139,1.02348054,2.22514132,1.41614326,0.121812317,0.188551693,0.294982495,0,0,0.046436589,0,0.003152088,0,0.135670516,0.502347789,0.418640185,0.232674703,0.192423821,0.007175554,0.200057515,0.660829869,0.485110303,0.512417357,1.57488395,2.01048775,0.84680378,0,0,0.099772021,0,0.66960273,1.30741344,0.728121166,0.039393431,0.057591175,0.238184534,0.826120299,1.4274425,0.772853215,0,0,0.121631348,0,0.008356855,0.063959033,0,0.020742338,0.036713768,0,0.026437385,0.019169179,0,0.026740921,0.00636335,0,0.011975384,0.00045258,0.131746674,0.204532073,0,0,0.104733036,0.097994897,0.250230785,0.369551367,0.348526937,1.41007065,3.2287795,3.74285221,3.23690488,3.24297468,3.30972748,2.88253003,2.51002751,2.28861835,2.24005282,2.359382,1.88284917,0.951547641,0.608131077,0.557484375,0.29732894,0.298624806,0.320947532,0.07088894,0.114736524,0.172020055,0.016561289,0.260726634,0.159237747,0,1.90206814,5.30938522,5.81546664,4.06930049,3.52211487,3.79749691,3.22606482,1.95221494,0.595536058,0,0.035089975,0.056117327,0,0.052365946,0.118288772,0.014257342,0.005482661,0.000204371,0.050479133,0.111844182,0,0,0.038243132,0,0,0.019526536,0,0.07823498,0.132701347,0.088775675,0.101400934,0.038899509,0.021702436,0.202123804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44
135,0.309025341,0.922214819,1.27751293,1.29003171,0.979293594,0.45506447,0,0,0,0,0,6.57E-16,0.423126609,0.697088014,0.736284604,0.530434928,0.146874674,0,0,0,0,0,0.16520527,0.621461846,0.899780172,0.890148263,0.565825257,0,0,0,0,0,0,1.26231067,2.88113596,4.48637086,5.77958619,6.51091361,6.53671953,5.85326738,4.5979431,3.01766188,1.41222887,0.066597267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459
136,0.296620957,0.352066859,0.812652282,1.28044913,0.393224298,0.290810776,0,1.45148815,1.66429411,0.746627988,1.27921018,1.14743221,1.56513114,1.83539905,0.743616608,0.208659613,0,0.052438099,0.266349595,0,0.079885661,0,0.274752494,0.551403427,0.658675934,0.373788682,0.227815188,0,0,0.699246186,3.18106588,0.253370087,0,0.303720139,0,0.400875942,0.442161663,3.083927,2.14005539,0,0.396169751,0,0.442538914,0,0.168117879,0,1.56432061,0.216971424,0.282692149,0,0.306561055,0.219702033,0.660223332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412
137,0.631013736,0.687186062,1.13052411,1.5654964,1.63504361,1.19705146,0.390799284,0,0,0,0,0.765022612,1.55393786,1.91776315,1.76558235,1.23900271,0.617106401,0.161943825,0,0.031169197,0.107334636,0.056112607,0,0,0,0,0.714611736,1.62625141,2.36611334,2.62302203,2.27040544,1.43530007,0.442663247,0,0,0,0,0.292208731,0.443495747,0.298924511,0,0,0,0,0.090784586,0.297478498,0.302834372,0.107935976,0,0,0,0,0.242203459,0.377447876,0.263470109,0,0,0,0,0.297047771,1.10300999,1.85528904,2.31642992,2.36722092,2.04230606,1.49445413,0.914171373,0.449257681,0.161332886,0.030989974,0,0,0.000943737,0.000211149,0.00078591,0.00479656,0.007147258,0.001874035,0,0,0,0.001973632,0.022566541,0.030569542,0.017188781,0,0,0,0,0.023944928,0.047676772,0.040033957,0.00343979,0,0,0,0.010457482,0.054845195,0.064403391,0.029757448,0,0,0,0,0.049903717,0.086974676,0.066309923,0,0,0,0,0.028993608,0.105841819,0.115997552,0.045175417,0,0,0,0,0.119696866,0.193724984,0.138637992,0,0,0,0.038749185,0.535380221,1.14788699,1.65944461,1.87058544,1.69343764,1.19391079,0.560013287,0.01345612,0,0,0,0.045898195,0.166204018,0.157995894,0.057386306,0,0,0,0,0.051925651,0.074632444,0.047263368,0,0,0,0,0.012565134,0.038926076,0.046945215,0.041473303,0.032218192,0.024136102,0.015021459,0.001442643,0,0,0,0.029788803,0.063297076,0.069907237,0.033982786,0,0,0,0,0.080859233,0.158515187,0.136705148,0,0,0,0,0.131108775,0.692188198,1.27510223,1.65597679,1.67278046,1.30705563,0.698299006,0.080674436,0,0,0,0.03354583,0.237684527,0.261913499,0.120718565,0,0,0,0,0.104155178,0.184487359,0.140834676,0.006987051,0,0,0,0.03840169,0.195646245,0.289061642,0.292299359,0.22828237,0.14290401,0.069581123,0.011777654,0,0,0,0.01176638,0.304877473,0.771784168,1.31015603,1.74542651,1.90471092,1.70528954,1.20791395,0.599842883,0.10997131,0,0,0.222408497,0.443334759,0.516680239,0.469343628,0.48127275,0.790972601,1.55013038,2.70531426,3.97630837,4.95358428,5.27521877,4.79887715,3.68175094,2.32362678,1.19513691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445
138,1.08922603,1.75729043,0,0.342649944,0,3.00068132,1.92723487,1.94903024,1.36583797,0.326451987,1.54985156,1.20341007,0.684462091,0,0,0.473687765,0,0.320088339,0.503103394,1.01826811,1.23790004,0.06259603,0,0.665602027,0,0.399529282,0.995680597,0,2.49135278,0,0,0,0.30130296,0,0,1.18737757,1.31618533,0.373162081,0,0,0,0.452646905,0,0,0,0.374794395,0.106288546,0,1.03197269,0,0,0.482181825,0,0,0.77451169,0,0.671441588,0.201548293,0.669806866,0.486844173,0,0,0,0.115735064,1.10568698,0.320912826,0,0,1.29582869,1.64193602,0.699972691,0.559085353,0.45383516,0.383068043,1.7386334,1.04448686,2.1213826,0.339583441,0,0.54257975,0.721524866,0,0,0,0,1.1111622,1.42174639,0,0,0,0,1.33645627,0.085603016,1.06385813,0,2.26463415,0,0,0.206151213,1.07493308,0.681034572,0,0,0,0,0,1.13925517,1.1744416,0,0.480909923,1.11875709,0.539408052,0.991342766,0,0.44216938,0,0,0,0,0.433928814,0,0,0,0,1.9623922,2.14907466,2.14705179,5.28641945,4.91612236,5.05561016,4.80743141,4.25206403,4.86302277,4.60982875,4.11302328,3.2605159,2.83575356,0.212553696,2.17445649,1.22244338,0,0.253538607,0,0.126914645,0,0.782483276,0.646039789,0,0.052121256,2.05002546,0.166309404,0.512672353,0,1.38647291,0,0,0,0,0.783502829,0.284202264,0.33033262,0,0,1.1711231,1.43003323,0,0.423221999,0,0,0.261286828,0,2.11504919,0.004276989,0,0,0.675734113,0,0,0.916779587,1.20240321,0.164800399,0.306572233,0.196359759,0.654476426,0.377101192,2.21107812,0,0,0.058137351,0.641723119,0.965208934,0,0.715217226,0,0,0.313604848,0.938323686,0.213287532,0,1.13263099,0.000996386,0,0.829538923,0,0,0,0.342408951,1.05712268,0.507301941,0.748894117,0.141570917,0.654484664,0.15294766,0.735191669,0.743005284,0.317028396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446
139,0.723455528,1.25411632,1.60814625,1.72330911,1.60137642,1.30154676,0.91848322,0.552669357,0.282450068,0.145790445,0.136090899,0.211678022,0.314417887,0.39055086,0.406920369,0.358027894,0.262862657,0.153957203,0.063445063,0.011367111,9.35E-05,0.016134626,0.037813351,0.045270009,0.028718651,0,0,0,0,0,0.001852226,0.05724435,0.094489537,0.098412155,0.066074722,0.008296705,0,0,0,0,0,0.045523049,0.092978916,0.105756173,0.079906472,0.026904197,0,0,0,0,0.074512761,0.163158135,0.225709519,0.237225709,0.188732298,0.091352365,0,0,0,0,0,0.00721478,0.111030248,0.17548513,0.177395104,0.115462649,0.011059616,0,0,0,0,0,0.087362618,0.177022091,0.204798065,0.158836294,0.053574472,0,0,0,0,0,0.059833435,0.184090787,0.24637252,0.221100378,0.113323417,0,0,0,0,0,0.018191025,0.198086535,0.317765275,0.328615153,0.217669596,0.014833361,0,0,0,0,0,0.269641909,0.610951446,0.86568833,0.979735422,0.951127741,0.833665821,0.721221579,0.716937704,0.896963154,1.28086635,1.81941639,2.40528,2.90484833,3.20218646,3.24137802,3.05301109,2.75463338,2.5226407,2.54200212,2.94769594,3.77529934,4.93653318,6.22898033,7.37948738,8.11076886,8.21347834,7.60375777,6.34982512,4.65957352,2.83201865,1.18557174,0,0,0,0,0.514329777,1.23979505,1.78467489,2.0379667,1.99345562,1.73555582,1.39992856,1.12269719,0.994644245,1.03424746,1.18678042,1.34817982,1.40466864,1.27457019,0.938631185,0.449342467,0,0,0,0,0,0.130237675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476
140,0.143516961,0.213978038,0.192441712,0.091004393,0,0,0,0,0.017394479,0.146418894,0.216790357,0.191631736,0.077000758,0,0,0,0,3.90E-16,0.179360732,0.289848854,0.270610858,0.114342331,0,0,0,0,0,0.452778906,0.91463838,1.25069888,1.36511272,1.23549954,0.919595753,0.531631322,0.198057554,0.010436687,0,0.105180038,0.254426734,0.349931013,0.337549211,0.223880843,0.071924068,0,0,0.182844989,0.482507774,0.808515224,1.05164736,1.12558825,0.999511291,0.708818734,0.340508816,8.86E-16,0,0,0,0,0.081965374,0.215752872,0.297897761,0.342880234,0.382678527,0.444922458,0.535262505,0.63214114,0.695961199,0.687878903,0.589169954,0.412127729,0.197547267,1.24E-15,0,0,0,0,0.044850183,0.105797641,0.114017063,0.071951548,0,0,0,0,0,0.188563426,0.50511296,0.950218759,1.50962498,2.13604196,2.74622037,3.2313266,3.4810975,3.41593928,3.01626092,2.33736901,1.50214779,0.671373239,4.11E-15,0,0,0,0,0.12177301,0.279355644,0.291043102,0.175665883,0,0,0,0,0,0.066756622,0.162375809,0.177990218,0.112348817,7.24E-16,0,0,0,0,0.051910831,0.129587688,0.145664278,0.094231555,0,0,0,0,0,0.0505132,0.129537255,0.149753501,0.099775251,8.46E-16,0,0,0,0,0.066859358,0.180053162,0.219714038,0.155483457,0,0,0,0,0,0.198174532,0.669346768,1.14470494,1.50144768,1.64203877,1.52559372,1.18175241,0.702004329,0.21111546,0,0,0,0,3.33E-16,0.180763901,0.258784029,0.214706436,0.080648059,0,0,0,0,0.010436687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429
141,0.02839714,0.39402054,0,0.92382131,1.05659918,1.29232563,0.26524255,0.57132943,0.96207589,0.78841405,0.67834899,0.45194343,0,0,0,0,0,0,0,0,0,0.04384465,0.68560119,0.90611226,0.26055131,0.55317257,0,0.22386286,0.0790026,0,0,0.03230897,0,0,0,0,0,0,0,0,0.07598052,0.37713154,0.61674602,1.06123818,1.29201877,1.03748583,0.64320671,0.55750694,0,0,0,0,0,0,0,0,0,0,0,0.58024501,1.47306621,1.97670616,2.76354271,3.93298778,4.71832393,4.9954946,6.07901519,5.43269004,5.82850362,5.4083651,5.98435002,4.54509629,4.50132793,3.64468389,2.32565829,1.65603971,1.71990964,0.90279384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455
142,0.441266462,0,0.150175285,0.166416593,0.238400357,0,0,0,0,0,0,0,0,0.064591682,0,0.483627439,0,0.094246833,0,0,1.1961859,0,0.337626721,0,0.226024824,1.07616827,1.42283951,0.32300237,0.769810006,0,0.093119205,0,0.521744352,0,0.736497138,0.583874365,1.00018392,0.094421364,0.473395993,0.720952629,0.356013782,0.320827098,0.337981083,0,0,0,0.331008675,0,0.262770133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343958344,0,0.366335119,0.7415016,0,0.871079183,0,0.2725961,0.013995145,0.086257844,1.01988629,0,0,0.385959257,0.438102416,0,0,0.123207934,0,1.29066077,0.235942853,0,0,0.415701026,0,0.001160016,0,0,0.138981449,0,0,0.289085324,0,0.184540478,0.051910969,0.032513729,0,0,0.253025465,0,0.437224634,0.351682863,0.307007752,0.958429474,0.506292807,0.276053269,0.40230964,0.844228413,0.575207836,0.436775413,0.877938769,0.158782395,0,0,0,0.145851117,0,0,0.222396701,0,0,0.247628928,0,0.639146111,0,0,0.614083441,0,0,0.142611906,0.228088704,0.575721661,0.640541359,0,1.60039595,0.558208542,1.69046106,2.06723398,1.64370051,0.630943251,1.09652415,1.9617335,2.34954371,2.56598475,1.82328397,1.56930362,2.33007482,2.48154864,2.54576427,2.86361618,3.01353466,2.92678959,2.32317772,2.62129998,1.53509205,1.06748146,2.28654835,2.08183931,3.23181772,1.90420821,1.72469197,1.2538498,1.77975018,1.5277849,1.62613323,0.718971377,0.258937348,0.941929529,0.493032138,0.991840385,0.958109508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425
143,0.301651282,1.58214845,0.814785806,2.55046246,3.58986021,4.13912668,3.5237986,2.84486951,1.33306859,0.877278628,2.2523252,0.832709668,0.200489849,0.545288757,0,0,0.94456057,0,0,0,0.623495601,0,0,0,0.961968075,2.17594298,7.28597302,10.5628095,12.7542686,12.5721588,12.5960638,11.4807117,7.79320379,2.1671614,1.15957452,0,0,0,0.468595325,0.508484988,2.28028306,0.592012758,1.38807901,0,0.456698643,0,0.183459239,1.30627991,0.755423638,1.90175031,0.071547196,0,0.292255945,0,0,0.019246067,0,0,0.514107604,0,0,0,0,0.449964405,0,0.596566476,1.48377365,0,1.40639114,0.424063415,0.106625568,0,0,1.22539293,1.74045445,0.625775102,1.27254902,0.279130631,0,0,0,0,0.304859432,0.228813516,1.10027402,0.912549825,0.567171354,0,0,0,0.474999453,1.71626682,1.65115211,2.71609543,0.927963247,0.106778824,0,0,0.124735726,0.700061109,1.75575126,1.66083665,0.21747936,0,0.628279909,0.29865405,0,1.0152097,1.28211915,0,0.585836401,1.12302288,0,0.990596723,0,0.037393719,0.942285941,1.20879605,0,0.861636675,0.628855905,0,0,0.14671539,0,0,0.652806317,0.097718298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518
144,0.199435165,0.117968915,0.331731427,0.794701883,1.18415701,1.16920959,0.740450964,0.288089704,0.310907585,0.97135824,1.88757911,2.38989601,2.07824822,1.22616827,0.655908056,1.12396859,2.67654509,4.50161319,5.43866196,4.78925417,2.82056103,0.580389379,0,0,0,0.454922676,0.602272109,0.194929051,0,0,0,0.258906208,0.355669513,0.132099675,0,0,0.323808465,0.839192603,1.09857964,0.939191285,0.511548225,0.124395937,0,0.040448593,0.115026708,0.071542913,0,0,0.004590065,0.175237835,0.248786133,0.139992959,0,0,0,0.05072648,0.164447329,0.111670138,0,0,0.076648046,0.377556184,0.605355704,0.594477308,0.372841179,0.132070297,0.049493549,0.130254152,0.218592549,0.164988156,0,0,0,0.143376851,0.351264051,0.357567962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442
145,0.264855019,0.286893174,0.254387154,0.188500809,0.116619846,0.062506447,0.038683148,0.043373337,0.062796185,0.077827346,0.072581675,0.041833454,0,0,0,0,0.104197647,0.279947133,0.490799126,0.697432625,0.856869838,0.933832163,0.910300178,0.790449006,0.599526863,0.377064407,0.166471953,0.004086291,0,0,0,0,0.046022004,0.086823861,0.094748023,0.071553948,0.029057163,0,0,0,0,0,3.77E-16,0.02270096,0.033255797,0.030738544,0.019078215,0.004750473,0,0,0,0,0.00010332,0,0,0,0,0,0,0.01442791,0.029896773,0.037535163,0.032221863,0.013280748,0,0,0,0,0,0.005246453,0.046657725,0.076541792,0.082697455,0.060164267,0.013821105,0,0,0,0,0,0.027339351,0.094541756,0.134788166,0.131588932,0.082249752,0,0,0,0,0,0,0.070658316,0.167357596,0.213893157,0.189965372,0.09816119,0,0,0,0,0,0.006854115,0.188633006,0.329670676,0.376485716,0.302175849,0.118410524,0,0,0,0,0,0.042388543,0.380714281,0.635285297,0.703394777,0.528639009,0.126561349,0,0,0,0,0,0.431175951,1.79624172,3.29381151,4.65709847,5.62610842,6.00752944,5.72062296,4.8173284,3.47126941,1.93826927,0.498217326,0,0,0,0,0,0.296611382,0.824838243,1.07514686,0.998182454,0.638253641,0.115540473,0,0,0,0,0.039051353,0.922772682,1.9613023,3.02158676,3.97730266,4.72767707,5.20781055,5.39065046,5.28277254,4.91698202,4.3444237,3.62777252,2.8357519,2.03826923,1.30121313,0.680441359,0.215410419,0,0,0,0,0.053684474,0.182303293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453
146,0.397706372,0,0,0,3.94929271,3.55554526,3.87458791,0.787848117,0,0,1.45814488,0,0.285038627,0,0.312321848,0,0,0.147684697,0,0,0.061599316,0,1.4783006,0.773493585,1.13329903,0,0,0.972996741,0,1.4575583,0,0,0.354129165,0,0,1.22363579,0.129877019,0,0.252983941,0,0,0,0.657483759,1.11847422,0.176261397,0.301025816,0,0.604544483,0,0,0,1.39711398,0,0,0.207688385,0,1.20984656,0,0,0,0,0.343474499,0,0.847319736,0,0,0,0.043960897,0,0.011150802,0,0.75177221,0,1.01698831,0,0.006654865,0.320621758,0,0.19635109,0.09268398,0.501718063,0,0,0,0,0.714908923,0,0,0.882471862,0.459815107,0,0,1.48088888,0.677777356,0.236619234,0.481203313,0,0.975193246,0,0.118858236,0.005968159,0.099286771,1.38375745,3.21135884,1.47182243,0.346655928,1.06302815,0.278580764,0,1.6203015,2.32215715,0,0.536884525,0.421813932,0,0.95918441,0,0.923486143,0.23419762,0.754195981,0.541377437,0,0.396402198,0,1.4301693,0.018324565,0.95746696,0,0,0,0.926524395,0,0,0.124906751,0.080578399,0.695908386,0.848750323,0,0.112338985,0.295950153,0.117048591,1.01831537,0,0.602339369,0,0,0.430971489,1.19162327,0.373286607,0.208784609,0.277775298,0,0,0.266586648,0.895622293,0,0,0.035565323,0,0,0,0,0,0.189308111,0,0,0,0,0,0.277087447,0,0,0.225805646,0.454571936,0.29652429,0.072445978,0.501126832,0,0.033829731,0.854200598,0,0,0.884999991,1.25474704,1.11760803,1.87336323,1.34065832,0,0,0.718549632,0.668548559,0,0.692277779,0,0.578685697,0,1.28172999,0,0,0.322997773,0.557412037,1.8713573,0,0,0,0.489903007,1.1031482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412
147,1.1559499,0.124387949,1.00839687,1.07522171,0,0,1.06242251,0.072218231,0.308873851,0.866560742,1.11113913,0.630548685,0,0,0.488566384,1.27681697,0,0.003605956,0.629460781,0,0,0,0,0.603926051,0.41827261,0,0,0,0,0,0,0,0.449138894,0,0,0.24081495,0,1.02024863,0,0.549378487,1.64089253,0.391056485,0.18583782,1.53570738,0.072061875,1.1867563,2.37474536,1.5511473,1.94217419,2.50966189,2.17841377,1.97012123,3.61100484,2.65400358,2.81935304,2.57637546,2.77831387,2.98284485,3.61812384,1.57737935,3.68757535,2.40506969,2.86449652,2.1018596,3.50176353,2.39599908,2.86412346,0.890171348,0.922659755,2.28297425,1.46345724,1.4335209,0.523197096,0.805386057,0,0.527616379,0,0.565090645,0,0,0,0,0,0,0,0,0.124275029,0,0,0,0,0.724110613,0,0.255514995,0.298842027,0.730140103,0,0.41836691,0,1.14155415,0,0,0.330873083,0.660860238,0.028755448,0.94933519,0.744977483,0.663861425,0,0.627168233,0,0.185387722,0,0.315529393,0.48016875,0.122470887,0,0.093162654,0.212883174,0,0,0.559305549,0,0,0.166737644,0,0,0,0.521663984,0,0,0,0,0,0,0.556427322,0.514644178,0,0,0.11982818,0,0.496718686,0,0.171229283,0,0.781716402,0.119014332,0.717733082,0.367626999,0.839512064,0.747919622,0,0,1.21257928,0.217008364,0.070481938,0,0.279224806,0.174302161,0,0.267108226,0.171706299,0,0.395096982,0.254902178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427
