交易日期,变量1,变量2,变量3,变量4,变量5
2010/9/14,2688.52,2652.5,2602.47,2598.69,2588.71
2010/9/15,2652.5,2602.47,2598.69,2588.71,2591.55
2010/9/16,2602.47,2598.69,2588.71,2591.55,2627.97
2010/9/17,2598.69,2588.71,2591.55,2627.97,2611.35
2010/9/20,2588.71,2591.55,2627.97,2611.35,2610.68
2010/9/21,2591.55,2627.97,2611.35,2610.68,2655.66
2010/9/27,2627.97,2611.35,2610.68,2655.66,2738.74
2010/9/28,2611.35,2610.68,2655.66,2738.74,2806.94
2010/9/29,2610.68,2655.66,2738.74,2806.94,2841.41
2010/9/30,2655.66,2738.74,2806.94,2841.41,2861.36
2010/10/8,2738.74,2806.94,2841.41,2861.36,2879.64
2010/10/11,2806.94,2841.41,2861.36,2879.64,2971.16
2010/10/12,2841.41,2861.36,2879.64,2971.16,2955.23
2010/10/13,2861.36,2879.64,2971.16,2955.23,3001.85
2010/10/14,2879.64,2971.16,2955.23,3001.85,3003.95
2010/10/15,2971.16,2955.23,3001.85,3003.95,2983.53
2010/10/18,2955.23,3001.85,3003.95,2983.53,2975.04
2010/10/19,3001.85,3003.95,2983.53,2975.04,3051.42
2010/10/20,3003.95,2983.53,2975.04,3051.42,3041.54
2010/10/21,2983.53,2975.04,3051.42,3041.54,2997.05
2010/10/22,2975.04,3051.42,3041.54,2997.05,2992.58
2010/10/25,3051.42,3041.54,2997.05,2992.58,2978.84
2010/10/26,3041.54,2997.05,2992.58,2978.84,3054.02
2010/10/27,2997.05,2992.58,2978.84,3054.02,3045.43
2010/10/28,2992.58,2978.84,3054.02,3045.43,3030.99
2010/10/29,2978.84,3054.02,3045.43,3030.99,3086.94
2010/11/1,3054.02,3045.43,3030.99,3086.94,3129.5
2010/11/2,3045.43,3030.99,3086.94,3129.5,3159.51
2010/11/3,3030.99,3086.94,3129.5,3159.51,3135
2010/11/4,3086.94,3129.5,3159.51,3135,3115.36
2010/11/5,3129.5,3159.51,3135,3115.36,3147.74
2010/11/8,3159.51,3135,3115.36,3147.74,2985.44
2010/11/9,3135,3115.36,3147.74,2985.44,3014.41
2010/11/10,3115.36,3147.74,2985.44,3014.41,2894.54
2010/11/11,3147.74,2985.44,3014.41,2894.54,2838.86
2010/11/12,2985.44,3014.41,2894.54,2838.86,2865.45
2010/11/15,3014.41,2894.54,2838.86,2865.45,2888.57
2010/11/16,2894.54,2838.86,2865.45,2888.57,2884.37
2010/11/17,2838.86,2865.45,2888.57,2884.37,2828.28
2010/11/18,2865.45,2888.57,2884.37,2828.28,2859.94
2010/11/19,2888.57,2884.37,2828.28,2859.94,2898.26
2010/11/22,2884.37,2828.28,2859.94,2898.26,2871.7
2010/11/23,2828.28,2859.94,2898.26,2871.7,2866.36
2010/11/24,2859.94,2898.26,2871.7,2866.36,2820.18
2010/11/25,2898.26,2871.7,2866.36,2820.18,2823.45
2010/11/26,2871.7,2866.36,2820.18,2823.45,2843.61
2010/11/29,2866.36,2820.18,2823.45,2843.61,2842.43
2010/11/30,2820.18,2823.45,2843.61,2842.43,2857.18
2010/12/1,2823.45,2843.61,2842.43,2857.18,2875.86
2010/12/2,2843.61,2842.43,2857.18,2875.86,2848.55
2010/12/3,2842.43,2857.18,2875.86,2848.55,2810.95
2010/12/6,2857.18,2875.86,2848.55,2810.95,2841.04
2010/12/7,2875.86,2848.55,2810.95,2841.04,2922.95
2010/12/8,2848.55,2810.95,2841.04,2922.95,2927.08
2010/12/9,2810.95,2841.04,2922.95,2927.08,2911.41
2010/12/10,2841.04,2922.95,2927.08,2911.41,2898.14
2010/12/13,2922.95,2927.08,2911.41,2898.14,2893.74
2010/12/14,2927.08,2911.41,2898.14,2893.74,2852.92
2010/12/15,2911.41,2898.14,2893.74,2852.92,2904.12
2010/12/16,2898.14,2893.74,2852.92,2904.12,2877.9
2010/12/17,2893.74,2852.92,2904.12,2877.9,2855.22
2010/12/20,2852.92,2904.12,2877.9,2855.22,2835.16
2010/12/21,2904.12,2877.9,2855.22,2835.16,2781.4
2010/12/22,2877.9,2855.22,2835.16,2781.4,2732.99
2010/12/23,2855.22,2835.16,2781.4,2732.99,2751.53
2010/12/24,2835.16,2781.4,2732.99,2751.53,2759.58
2010/12/27,2781.4,2732.99,2751.53,2759.58,2808.08
2010/12/28,2732.99,2751.53,2759.58,2808.08,2852.65
2010/12/29,2751.53,2759.58,2808.08,2852.65,2838.59
2010/12/30,2759.58,2808.08,2852.65,2838.59,2824.2
2010/12/31,2808.08,2852.65,2838.59,2824.2,2838.8
2011/1/4,2852.65,2838.59,2824.2,2838.8,2791.81
2011/1/5,2838.59,2824.2,2838.8,2791.81,2804.05
2011/1/6,2824.2,2838.8,2791.81,2804.05,2821.31
2011/1/7,2838.8,2791.81,2804.05,2821.31,2827.71
2011/1/10,2791.81,2804.05,2821.31,2827.71,2791.34
2011/1/11,2804.05,2821.31,2827.71,2791.34,2706.66
2011/1/12,2821.31,2827.71,2791.34,2706.66,2708.98
2011/1/13,2827.71,2791.34,2706.66,2708.98,2758.1
2011/1/14,2791.34,2706.66,2708.98,2758.1,2677.65
2011/1/17,2706.66,2708.98,2758.1,2677.65,2715.29
2011/1/18,2708.98,2758.1,2677.65,2715.29,2695.72
2011/1/19,2758.1,2677.65,2715.29,2695.72,2677.43
2011/1/20,2677.65,2715.29,2695.72,2677.43,2708.81
2011/1/21,2715.29,2695.72,2677.43,2708.81,2749.15
2011/1/24,2695.72,2677.43,2708.81,2749.15,2752.75
2011/1/25,2677.43,2708.81,2749.15,2752.75,2790.69
2011/1/26,2708.81,2749.15,2752.75,2790.69,2798.96
2011/1/27,2749.15,2752.75,2790.69,2798.96,2774.07
2011/1/28,2752.75,2790.69,2798.96,2774.07,2818.16
2011/1/31,2790.69,2798.96,2774.07,2818.16,2827.33
2011/2/1,2798.96,2774.07,2818.16,2827.33,2899.13
2011/2/9,2774.07,2818.16,2827.33,2899.13,2899.24
2011/2/10,2818.16,2827.33,2899.13,2899.24,2923.9
2011/2/11,2827.33,2899.13,2899.24,2923.9,2926.96
2011/2/14,2899.13,2899.24,2923.9,2926.96,2899.79
2011/2/15,2899.24,2923.9,2926.96,2899.79,2932.25
2011/2/16,2923.9,2926.96,2899.79,2932.25,2855.52
2011/2/17,2926.96,2899.79,2932.25,2855.52,2862.63
2011/2/18,2899.79,2932.25,2855.52,2862.63,2878.6
2011/2/21,2932.25,2855.52,2862.63,2878.6,2878.57
2011/2/22,2855.52,2862.63,2878.6,2878.57,2905.05
2011/2/23,2862.63,2878.6,2878.57,2905.05,2918.92
2011/2/24,2878.6,2878.57,2905.05,2918.92,2913.81
2011/2/25,2878.57,2905.05,2918.92,2913.81,2902.98
2011/2/28,2905.05,2918.92,2913.81,2902.98,2942.31
2011/3/1,2918.92,2913.81,2902.98,2942.31,2996.21
2011/3/2,2913.81,2902.98,2942.31,2996.21,2999.94
2011/3/3,2902.98,2942.31,2996.21,2999.94,3002.15
2011/3/4,2942.31,2996.21,2999.94,3002.15,2957.14
2011/3/7,2996.21,2999.94,3002.15,2957.14,2933.8
2011/3/8,2999.94,3002.15,2957.14,2933.8,2937.63
2011/3/9,3002.15,2957.14,2933.8,2937.63,2896.26
2011/3/10,2957.14,2933.8,2937.63,2896.26,2930.8
2011/3/11,2933.8,2937.63,2896.26,2930.8,2897.3
2011/3/14,2937.63,2896.26,2930.8,2897.3,2906.89
2011/3/15,2896.26,2930.8,2897.3,2906.89,2909.14
2011/3/16,2930.8,2897.3,2906.89,2909.14,2919.14
2011/3/17,2897.3,2906.89,2909.14,2919.14,2948.48
2011/3/18,2906.89,2909.14,2919.14,2948.48,2946.71
2011/3/21,2909.14,2919.14,2948.48,2946.71,2977.81
2011/3/22,2919.14,2948.48,2946.71,2977.81,2984.01
2011/3/23,2948.48,2946.71,2977.81,2984.01,2958.08
2011/3/24,2946.71,2977.81,2984.01,2958.08,2955.77
2011/3/25,2977.81,2984.01,2958.08,2955.77,2928.11
2011/3/28,2984.01,2958.08,2955.77,2928.11,2967.41
2011/3/29,2958.08,2955.77,2928.11,2967.41,3001.36
2011/3/30,2955.77,2928.11,2967.41,3001.36,3007.91
2011/3/31,2928.11,2967.41,3001.36,3007.91,3030.02
2011/4/1,2967.41,3001.36,3007.91,3030.02,3022.75
2011/4/6,3001.36,3007.91,3030.02,3022.75,3021.37
2011/4/7,3007.91,3030.02,3022.75,3021.37,3050.4
2011/4/8,3030.02,3022.75,3021.37,3050.4,3042.64
2011/4/11,3022.75,3021.37,3050.4,3042.64,3050.53
2011/4/12,3021.37,3050.4,3042.64,3050.53,3057.33
2011/4/13,3050.4,3042.64,3050.53,3057.33,2999.04
2011/4/14,3042.64,3050.53,3057.33,2999.04,3007.04
2011/4/15,3050.53,3057.33,2999.04,3007.04,3026.67
2011/4/18,3057.33,2999.04,3007.04,3026.67,3010.52
2011/4/19,2999.04,3007.04,3026.67,3010.52,2964.95
2011/4/20,3007.04,3026.67,3010.52,2964.95,2938.98
2011/4/21,3026.67,3010.52,2964.95,2938.98,2925.41
2011/4/22,3010.52,2964.95,2938.98,2925.41,2887.04
2011/4/25,2964.95,2938.98,2925.41,2887.04,2911.51
2011/4/26,2938.98,2925.41,2887.04,2911.51,2932.19
2011/4/27,2925.41,2887.04,2911.51,2932.19,2866.02
2011/4/28,2887.04,2911.51,2932.19,2866.02,2872.4
2011/4/29,2911.51,2932.19,2866.02,2872.4,2863.89
2011/5/3,2932.19,2866.02,2872.4,2863.89,2872.46
2011/5/4,2866.02,2872.4,2863.89,2872.46,2890.63
2011/5/5,2872.4,2863.89,2872.46,2890.63,2883.42
2011/5/6,2863.89,2872.46,2890.63,2883.42,2844.08
2011/5/9,2872.46,2890.63,2883.42,2844.08,2871.03
2011/5/10,2890.63,2883.42,2844.08,2871.03,2849.07
2011/5/11,2883.42,2844.08,2871.03,2849.07,2852.77
2011/5/12,2844.08,2871.03,2849.07,2852.77,2872.77
2011/5/13,2871.03,2849.07,2852.77,2872.77,2859.57
2011/5/16,2849.07,2852.77,2872.77,2859.57,2858.46
2011/5/17,2852.77,2872.77,2859.57,2858.46,2774.57
2011/5/18,2872.77,2859.57,2858.46,2774.57,2767.06
2011/5/19,2859.57,2858.46,2774.57,2767.06,2741.74
2011/5/20,2858.46,2774.57,2767.06,2741.74,2736.53
2011/5/23,2774.57,2767.06,2741.74,2736.53,2709.95
2011/5/24,2767.06,2741.74,2736.53,2709.95,2706.36
2011/5/25,2741.74,2736.53,2709.95,2706.36,2743.47
2011/5/26,2736.53,2709.95,2706.36,2743.47,2743.57
2011/5/27,2709.95,2706.36,2743.47,2743.57,2705.18
2011/5/30,2706.36,2743.47,2743.57,2705.18,2728.02
2011/5/31,2743.47,2743.57,2705.18,2728.02,2744.3
2011/6/1,2743.57,2705.18,2728.02,2744.3,2750.29
2011/6/2,2705.18,2728.02,2744.3,2750.29,2703.35
2011/6/3,2728.02,2744.3,2750.29,2703.35,2705.14
2011/6/7,2744.3,2750.29,2703.35,2705.14,2700.38
2011/6/8,2750.29,2703.35,2705.14,2700.38,2730.04
2011/6/9,2703.35,2705.14,2700.38,2730.04,2705.43
2011/6/10,2705.14,2700.38,2730.04,2705.43,2664.28
2011/6/13,2700.38,2730.04,2705.43,2664.28,2642.82
2011/6/14,2730.04,2705.43,2664.28,2642.82,2621.25
2011/6/15,2705.43,2664.28,2642.82,2621.25,2646.48
2011/6/16,2664.28,2642.82,2621.25,2646.48,2649.32
2011/6/17,2642.82,2621.25,2646.48,2649.32,2688.25
2011/6/20,2621.25,2646.48,2649.32,2688.25,2746.21
2011/6/21,2646.48,2649.32,2688.25,2746.21,2758.23
2011/6/22,2649.32,2688.25,2746.21,2758.23,2759.2
2011/6/23,2688.25,2746.21,2758.23,2759.2,2728.48
2011/6/24,2746.21,2758.23,2759.2,2728.48,2762.08
2011/6/27,2758.23,2759.2,2728.48,2762.08,2759.36
2011/6/28,2759.2,2728.48,2762.08,2759.36,2812.82
2011/6/29,2728.48,2762.08,2759.36,2812.82,2816.36
2011/6/30,2762.08,2759.36,2812.82,2816.36,2810.48
2011/7/1,2759.36,2812.82,2816.36,2810.48,2794.27
2011/7/4,2812.82,2816.36,2810.48,2794.27,2797.77
2011/7/5,2816.36,2810.48,2794.27,2797.77,2802.69
2011/7/6,2810.48,2794.27,2797.77,2802.69,2754.58
2011/7/7,2794.27,2797.77,2802.69,2754.58,2795.48
2011/7/8,2797.77,2802.69,2754.58,2795.48,2810.44
2011/7/11,2802.69,2754.58,2795.48,2810.44,2820.17
2011/7/12,2754.58,2795.48,2810.44,2820.17,2816.69
2011/7/13,2795.48,2810.44,2820.17,2816.69,2796.98
2011/7/14,2810.44,2820.17,2816.69,2796.98,2794.21
2011/7/15,2820.17,2816.69,2796.98,2794.21,2765.89
2011/7/18,2816.69,2796.98,2794.21,2765.89,2770.79
2011/7/19,2796.98,2794.21,2765.89,2770.79,2688.75
2011/7/20,2794.21,2765.89,2770.79,2688.75,2703.03
2011/7/21,2765.89,2770.79,2688.75,2703.03,2723.49
2011/7/22,2770.79,2688.75,2703.03,2723.49,2708.78
2011/7/25,2688.75,2703.03,2723.49,2708.78,2701.73
2011/7/26,2703.03,2723.49,2708.78,2701.73,2703.78
2011/7/27,2723.49,2708.78,2701.73,2703.78,2679.26
2011/7/28,2708.78,2701.73,2703.78,2679.26,2678.49
2011/7/29,2701.73,2703.78,2679.26,2678.49,2684.04
2011/8/1,2703.78,2679.26,2678.49,2684.04,2626.42
2011/8/2,2679.26,2678.49,2684.04,2626.42,2526.82
2011/8/3,2678.49,2684.04,2626.42,2526.82,2526.07
2011/8/4,2684.04,2626.42,2526.82,2526.07,2549.18
2011/8/5,2626.42,2526.82,2526.07,2549.18,2581.51
2011/8/8,2526.82,2526.07,2549.18,2581.51,2593.17
2011/8/9,2526.07,2549.18,2581.51,2593.17,2626.77
2011/8/10,2549.18,2581.51,2593.17,2626.77,2608.17
2011/8/11,2581.51,2593.17,2626.77,2608.17,2601.26
2011/8/12,2593.17,2626.77,2608.17,2601.26,2559.47
2011/8/15,2626.77,2608.17,2601.26,2559.47,2534.36
2011/8/16,2608.17,2601.26,2559.47,2534.36,2515.86
2011/8/17,2601.26,2559.47,2534.36,2515.86,2554.02
2011/8/18,2559.47,2534.36,2515.86,2554.02,2541.09
2011/8/19,2534.36,2515.86,2554.02,2541.09,2615.26
2011/8/22,2515.86,2554.02,2541.09,2615.26,2612.19
2011/8/23,2554.02,2541.09,2615.26,2612.19,2576.41
2011/8/24,2541.09,2615.26,2612.19,2576.41,2566.6
2011/8/25,2615.26,2612.19,2576.41,2566.6,2567.34
2011/8/26,2612.19,2576.41,2566.6,2567.34,2556.04
2011/8/29,2576.41,2566.6,2567.34,2556.04,2528.28
2011/8/30,2566.6,2567.34,2556.04,2528.28,2478.74
2011/8/31,2567.34,2556.04,2528.28,2478.74,2470.52
2011/9/1,2556.04,2528.28,2478.74,2470.52,2516.09
2011/9/2,2528.28,2478.74,2470.52,2516.09,2498.94
2011/9/5,2478.74,2470.52,2516.09,2498.94,2497.75
2011/9/6,2470.52,2516.09,2498.94,2497.75,2471.31
2011/9/7,2516.09,2498.94,2497.75,2471.31,2484.83
2011/9/8,2498.94,2497.75,2471.31,2484.83,2479.06
2011/9/9,2497.75,2471.31,2484.83,2479.06,2482.34
2011/9/13,2471.31,2484.83,2479.06,2482.34,2437.8
2011/9/14,2484.83,2479.06,2482.34,2437.8,2447.76
2011/9/15,2479.06,2482.34,2437.8,2447.76,2512.96
2011/9/16,2482.34,2437.8,2447.76,2512.96,2443.06
2011/9/19,2437.8,2447.76,2512.96,2443.06,2433.16
2011/9/20,2447.76,2512.96,2443.06,2433.16,2393.18
2011/9/21,2512.96,2443.06,2433.16,2393.18,2415.05
2011/9/22,2443.06,2433.16,2393.18,2415.05,2392.06
2011/9/23,2433.16,2393.18,2415.05,2392.06,2365.34
2011/9/26,2393.18,2415.05,2392.06,2365.34,2359.22
2011/9/27,2415.05,2392.06,2365.34,2359.22,2344.79
2011/9/28,2392.06,2365.34,2359.22,2344.79,2348.52
2011/9/29,2365.34,2359.22,2344.79,2348.52,2420
2011/9/30,2359.22,2344.79,2348.52,2420,2438.79
2011/10/10,2344.79,2348.52,2420,2438.79,2431.38
2011/10/11,2348.52,2420,2438.79,2431.38,2440.4
2011/10/12,2420,2438.79,2431.38,2440.4,2383.49
2011/10/13,2438.79,2431.38,2440.4,2383.49,2377.51
2011/10/14,2431.38,2440.4,2383.49,2377.51,2331.37
2011/10/17,2440.4,2383.49,2377.51,2331.37,2317.28
2011/10/18,2383.49,2377.51,2331.37,2317.28,2370.33
2011/10/19,2377.51,2331.37,2317.28,2370.33,2409.67
2011/10/20,2331.37,2317.28,2370.33,2409.67,2427.48
2011/10/21,2317.28,2370.33,2409.67,2427.48,2435.61
2011/10/24,2370.33,2409.67,2427.48,2435.61,2473.41
