date,value
2011/11/22,868.432
2011/11/23,864.811
2011/11/24,868.142
2011/11/25,863.495
2011/11/28,866.837
2011/11/29,880.313
2011/11/30,838.108
2011/12/1,852.872
2011/12/2,829.176
2011/12/5,792.495
2011/12/6,798.096
2011/12/7,802.625
2011/12/8,809.431
2011/12/9,798.837
2011/12/12,790.792
2011/12/13,768.924
2011/12/14,755.762
2011/12/15,746.555
2011/12/16,778.775
2011/12/19,793.44
2011/12/20,781.418
2011/12/21,761.337
2011/12/22,757.896
2011/12/23,761.442
2011/12/26,753.049
2011/12/27,727.173
2011/12/28,717.554
2011/12/29,716.549
2011/12/30,729.504
2012/1/4,707.107
2012/1/5,666.905
2012/1/6,669.017
2012/1/9,692.418
2012/1/10,716.453
2012/1/11,717.936
2012/1/12,709.89
2012/1/13,666.078
2012/1/16,633.908
2012/1/17,662.69
2012/1/18,624.911
2012/1/19,632.799
2012/1/20,646.383
2012/1/30,651.246
2012/1/31,648.681
2012/2/1,650.776
2012/2/2,665.402
2012/2/3,680.045
2012/2/6,686.508
2012/2/7,673.679
2012/2/8,692.303
2012/2/9,697.79
2012/2/10,698.854
2012/2/13,714.956
2012/2/14,712.296
2012/2/15,724.751
2012/2/16,721.832
2012/2/17,717.797
2012/2/20,721.099
2012/2/21,736.882
2012/2/22,759.562
2012/2/23,756.897
2012/2/24,762.29
2012/2/27,760.373
2012/2/28,747.768
2012/2/29,735.336
2012/3/1,743.148
2012/3/2,757.669
2012/3/5,759.369
2012/3/6,750.837
2012/3/7,749.266
2012/3/8,761.703
2012/3/9,777.694
2012/3/12,786.049
2012/3/13,792.378
2012/3/14,756.459
2012/3/15,746.441
2012/3/16,765.562
2012/3/19,779.557
2012/3/20,755.583
2012/3/21,751.791
2012/3/22,750.851
2012/3/23,737.892
2012/3/26,737.213
2012/3/27,735.734
2012/3/28,698.486
2012/3/29,683.959
2012/3/30,678.519
2012/4/5,697.751
2012/4/6,701.901
2012/4/9,689.715
2012/4/10,697.165
2012/4/11,698.487
2012/4/12,713.124
2012/4/13,718.959
2012/4/16,716.229
2012/4/17,709.139
2012/4/18,723.462
2012/4/19,725.12
2012/4/20,728.718
2012/4/23,690.432
2012/4/24,681.534
2012/4/25,682.524
2012/4/26,678.444
2012/4/27,685.131
2012/5/2,693.609
2012/5/3,699.306
2012/5/4,713.186
2012/5/7,733.045
2012/5/8,731.723
2012/5/9,719.35
2012/5/10,727.285
2012/5/11,721.078
2012/5/14,719.872
2012/5/15,720.115
2012/5/16,709.956
2012/5/17,716.17
2012/5/18,706.216
2012/5/21,704.803
2012/5/22,714.662
2012/5/23,713.017
2012/5/24,712.577
2012/5/25,702.724
2012/5/28,706.47
2012/5/29,720.454
2012/5/30,727.188
2012/5/31,734.454
2012/6/1,734.257
2012/6/4,717.101
2012/6/5,715.93
2012/6/6,715.24
2012/6/7,711.428
2012/6/8,713.921
2012/6/11,734.504
2012/6/12,735.294
2012/6/13,746.505
2012/6/14,740.966
2012/6/15,742.268
2012/6/18,752.978
2012/6/19,747.492
2012/6/20,748.388
2012/6/21,739.047
2012/6/25,720.6
2012/6/26,715.924
2012/6/27,718.928
2012/6/28,711.144
2012/6/29,726.684
2012/7/2,741.186
2012/7/3,743.902
2012/7/4,739.624
2012/7/5,724.313
2012/7/6,737.289
2012/7/9,722.281
2012/7/10,713.526
2012/7/11,719.299
2012/7/12,734.323
2012/7/13,725.788
2012/7/16,691.385
2012/7/17,697.003
2012/7/18,702.138
2012/7/19,709.166
2012/7/20,706.25
2012/7/23,704.573
2012/7/24,706.396
2012/7/25,708.301
2012/7/26,706.725
2012/7/27,703.581
2012/7/30,688.474
2012/7/31,676.96
2012/8/1,689.489
2012/8/2,690.982
2012/8/3,711.925
2012/8/6,730.419
2012/8/7,736.012
2012/8/8,730.065
2012/8/9,743.199
2012/8/10,743.073
2012/8/13,727.637
2012/8/14,736.347
2012/8/15,729.73
2012/8/16,723.53
2012/8/17,721.049
2012/8/20,730.866
2012/8/21,748.935
2012/8/22,746.853
2012/8/23,750.561
2012/8/24,733.309
2012/8/27,722.574
2012/8/28,727.616
2012/8/29,726.941
2012/8/30,704.035
2012/8/31,706.625
2012/9/3,723.871
2012/9/4,722.721
2012/9/5,730.616
2012/9/6,739.741
2012/9/7,759.46
2012/9/10,762.313
2012/9/11,761.731
2012/9/12,762.511
2012/9/13,749.892
2012/9/14,744.464
2012/9/17,724.145
2012/9/18,723.61
2012/9/19,728.251
2012/9/20,706.693
2012/9/21,691.138
2012/9/24,690.338
2012/9/25,682.335
2012/9/26,661.49
2012/9/27,676.957
2012/9/28,689.64
2012/10/8,690.767
2012/10/9,712.702
2012/10/10,721.848
2012/10/11,711.797
2012/10/12,708.868
2012/10/15,701.964
2012/10/16,705.388
2012/10/17,709.094
2012/10/18,720.524
2012/10/19,719.448
2012/10/22,724.278
2012/10/23,711.262
2012/10/24,707.753
2012/10/25,697.436
2012/10/26,685.333
2012/10/29,688.12
2012/10/30,689.61
2012/10/31,691.653
2012/11/1,701.778
2012/11/2,701.38
2012/11/5,692.868
2012/11/6,690.497
2012/11/7,689.746
2012/11/8,675.849
2012/11/9,672.67
2012/11/12,676.597
2012/11/13,667.327
2012/11/14,665.185
2012/11/15,659.211
2012/11/16,656.196
2012/11/19,656.936
2012/11/20,656.606
2012/11/21,660.032
2012/11/22,651.826
2012/11/23,651.43
2012/11/26,638.878
2012/11/27,616.284
2012/11/28,607.67
2012/11/29,603.17
2012/11/30,606.766
2012/12/3,593.66
2012/12/4,600.801
2012/12/5,624.824
2012/12/6,624.318
2012/12/7,637.487
2012/12/10,646.319
2012/12/11,641.167
2012/12/12,639.509
2012/12/13,632.181
2012/12/14,656.217
2012/12/17,649.612
2012/12/18,646.046
2012/12/19,652.101
2012/12/20,658.311
2012/12/21,668.089
2012/12/24,679.759
2012/12/25,694.116
2012/12/26,709.075
2012/12/27,699.569
2012/12/28,707.668
2012/12/31,713.863
2013/1/4,705.342
2013/1/7,718.114
2013/1/8,733.138
2013/1/9,734.506
2013/1/10,741.18
2013/1/11,731.587
2013/1/14,760.55
2013/1/15,778.603
2013/1/16,774.485
2013/1/17,768.308
2013/1/18,787.386
2013/1/21,792.6
2013/1/22,775.135
2013/1/23,778.478
2013/1/24,757.869
2013/1/25,762.848
2013/1/28,784.76
2013/1/29,791.671
2013/1/30,783.682
2013/1/31,776.005
2013/2/1,782.363
2013/2/4,771.902
2013/2/5,780.981
2013/2/6,791.263
2013/2/7,805.586
2013/2/8,823.028
2013/2/18,835.277
2013/2/19,819.709
2013/2/20,850.863
2013/2/21,839.298
2013/2/22,838.763
2013/2/25,855.694
2013/2/26,851.217
2013/2/27,846.09
2013/2/28,861.095
2013/3/1,884.891
2013/3/4,863.5
2013/3/5,888.099
2013/3/6,902.903
2013/3/7,877.337
2013/3/8,864.699
2013/3/11,869.15
2013/3/12,839.836
2013/3/13,834.049
2013/3/14,842.036
2013/3/15,853.906
2013/3/18,852.117
2013/3/19,842.685
2013/3/20,866.267
2013/3/21,882.734
2013/3/22,882.001
2013/3/25,881.756
2013/3/26,876.361
2013/3/27,882.752
2013/3/28,867.511
2013/3/29,866.455
2013/4/1,877.001
2013/4/2,845.163
2013/4/3,835.138
2013/4/8,853.484
2013/4/9,861.991
2013/4/10,850.533
2013/4/11,847.782
2013/4/12,846.612
2013/4/15,836.342
2013/4/16,846.054
2013/4/17,867.511
2013/4/18,873.481
2013/4/19,892.21
2013/4/22,916.021
2013/4/23,893.79
2013/4/24,923.406
2013/4/25,903.634
2013/4/26,889.381
2013/5/2,913.651
2013/5/3,939.21
2013/5/6,958.022
2013/5/7,957.44
2013/5/8,980.083
2013/5/9,992.161
2013/5/10,988.3
2013/5/13,995.109
2013/5/14,976.333
2013/5/15,"1,012.66"
2013/5/16,"1,009.53"
2013/5/17,"1,023.40"
2013/5/20,"1,051.65"
2013/5/21,"1,073.58"
2013/5/22,"1,039.81"
2013/5/23,"1,042.90"
2013/5/24,"1,073.78"
2013/5/27,"1,089.72"
2013/5/28,"1,059.00"
2013/5/29,"1,065.96"
2013/5/30,"1,073.87"
2013/5/31,"1,073.02"
2013/6/3,"1,052.14"
2013/6/4,"1,022.46"
2013/6/5,"1,032.76"
2013/6/6,"1,022.13"
2013/6/7,"1,030.14"
2013/6/13,"1,029.28"
2013/6/14,"1,068.15"
2013/6/17,"1,073.69"
2013/6/18,"1,072.93"
2013/6/19,"1,067.63"
2013/6/20,"1,029.53"
2013/6/21,"1,025.50"
2013/6/24,971.454
2013/6/25,984.746
2013/6/26,"1,038.98"
2013/6/27,"1,022.50"
2013/6/28,"1,011.66"
2013/7/1,"1,055.84"
2013/7/2,"1,083.25"
2013/7/3,"1,104.58"
2013/7/4,"1,087.90"
2013/7/5,"1,057.27"
2013/7/8,"1,030.60"
2013/7/9,"1,050.72"
2013/7/10,"1,068.86"
2013/7/11,"1,080.78"
2013/7/12,"1,096.30"
2013/7/15,"1,139.57"
2013/7/16,"1,143.20"
2013/7/17,"1,129.48"
2013/7/18,"1,127.97"
2013/7/19,"1,116.01"
2013/7/22,"1,153.77"
2013/7/23,"1,178.59"
2013/7/24,"1,203.31"
2013/7/25,"1,150.39"
2013/7/26,"1,158.35"
2013/7/29,"1,136.98"
2013/7/30,"1,124.10"
2013/7/31,"1,134.02"
2013/8/1,"1,190.11"
2013/8/2,"1,188.85"
2013/8/5,"1,202.83"
2013/8/6,"1,211.69"
2013/8/7,"1,175.70"
2013/8/8,"1,185.96"
2013/8/9,"1,172.52"
2013/8/12,"1,161.87"
2013/8/13,"1,172.33"
2013/8/14,"1,180.66"
2013/8/15,"1,167.09"
2013/8/16,"1,132.09"
2013/8/19,"1,171.40"
2013/8/20,"1,175.78"
2013/8/21,"1,181.34"
2013/8/22,"1,197.13"
2013/8/23,"1,219.83"
2013/8/26,"1,238.17"
2013/8/27,"1,250.75"
2013/8/28,"1,228.00"
2013/8/29,"1,226.30"
2013/8/30,"1,185.15"
2013/9/2,"1,210.19"
2013/9/3,"1,234.59"
2013/9/4,"1,236.35"
2013/9/5,"1,267.26"
2013/9/6,"1,282.75"
2013/9/9,"1,275.91"
2013/9/10,"1,263.59"
2013/9/11,"1,220.71"
2013/9/12,"1,220.63"
2013/9/13,"1,253.45"
2013/9/16,"1,278.80"
2013/9/17,"1,269.36"
2013/9/18,"1,289.64"
2013/9/23,"1,326.09"
2013/9/24,"1,328.40"
2013/9/25,"1,323.04"
2013/9/26,"1,306.34"
2013/9/27,"1,323.76"
2013/9/30,"1,367.91"
2013/10/8,"1,387.66"
2013/10/9,"1,415.83"
2013/10/10,"1,378.15"
2013/10/11,"1,379.90"
2013/10/14,"1,393.60"
2013/10/15,"1,389.75"
2013/10/16,"1,335.10"
2013/10/17,"1,322.99"
2013/10/18,"1,349.94"
2013/10/21,"1,400.97"
2013/10/22,"1,350.47"
2013/10/23,"1,311.23"
2013/10/24,"1,295.93"
2013/10/25,"1,269.17"
2013/10/28,"1,279.05"
2013/10/29,"1,261.68"
2013/10/30,"1,273.29"
2013/10/31,"1,235.56"
2013/11/1,"1,221.96"
2013/11/4,"1,222.46"
2013/11/5,"1,260.03"
2013/11/6,"1,241.79"
2013/11/7,"1,224.05"
2013/11/8,"1,211.11"
2013/11/11,"1,212.69"
2013/11/12,"1,228.35"
2013/11/13,"1,212.08"
2013/11/14,"1,249.67"
2013/11/15,"1,269.05"
2013/11/18,"1,291.15"
2013/11/19,"1,298.17"
2013/11/20,"1,299.26"
2013/11/21,"1,298.95"
2013/11/22,"1,295.07"
2013/11/25,"1,293.80"
2013/11/26,"1,291.85"
2013/11/27,"1,329.48"
2013/11/28,"1,336.66"
2013/11/29,"1,366.83"
2013/12/2,"1,253.93"
2013/12/3,"1,255.33"
2013/12/4,"1,240.29"
2013/12/5,"1,202.07"
2013/12/6,"1,206.78"
2013/12/9,"1,241.72"
2013/12/10,"1,231.92"
2013/12/11,"1,244.51"
2013/12/12,"1,279.32"
2013/12/13,"1,278.14"
2013/12/16,"1,279.96"
2013/12/17,"1,267.67"
2013/12/18,"1,256.00"
2013/12/19,"1,256.08"
2013/12/20,"1,253.71"
2013/12/23,"1,242.81"
2013/12/24,"1,258.82"
2013/12/25,"1,288.34"
2013/12/26,"1,269.54"
2013/12/27,"1,294.30"
2013/12/30,"1,307.99"
2013/12/31,"1,304.44"
2014/1/2,"1,333.00"
2014/1/3,"1,352.84"
2014/1/6,"1,323.33"
2014/1/7,"1,352.28"
2014/1/8,"1,405.02"
2014/1/9,"1,380.24"
2014/1/10,"1,353.30"
2014/1/13,"1,362.79"
2014/1/14,"1,400.92"
2014/1/15,"1,415.32"
2014/1/16,"1,395.16"
2014/1/17,"1,395.51"
2014/1/20,"1,372.74"
2014/1/21,"1,407.15"
2014/1/22,"1,431.74"
2014/1/23,"1,461.53"
2014/1/24,"1,484.43"
2014/1/27,"1,477.67"
2014/1/28,"1,471.34"
2014/1/29,"1,496.53"
2014/1/30,"1,495.98"
2014/2/7,"1,532.69"
2014/2/10,"1,553.42"
2014/2/11,"1,527.15"
2014/2/12,"1,539.97"
2014/2/13,"1,485.13"
2014/2/14,"1,515.78"
2014/2/17,"1,558.62"
2014/2/18,"1,545.34"
2014/2/19,"1,544.40"
2014/2/20,"1,515.16"
2014/2/21,"1,519.67"
2014/2/24,"1,540.03"
2014/2/25,"1,472.69"
2014/2/26,"1,465.99"
2014/2/27,"1,414.66"
2014/2/28,"1,434.89"
2014/3/3,"1,465.14"
2014/3/4,"1,460.45"
2014/3/5,"1,464.58"
2014/3/6,"1,462.53"
2014/3/7,"1,460.61"
2014/3/10,"1,407.07"
2014/3/11,"1,395.81"
2014/3/12,"1,399.27"
2014/3/13,"1,436.86"
2014/3/14,"1,434.02"
2014/3/17,"1,477.42"
2014/3/18,"1,485.64"
2014/3/19,"1,466.22"
2014/3/20,"1,417.66"
2014/3/21,"1,419.84"
2014/3/24,"1,397.29"
2014/3/25,"1,394.82"
2014/3/26,"1,417.61"
2014/3/27,"1,367.96"
2014/3/28,"1,330.50"
2014/3/31,"1,327.80"
2014/4/1,"1,355.05"
2014/4/2,"1,327.98"
2014/4/3,"1,326.18"
2014/4/4,"1,346.74"
2014/4/8,"1,351.18"
2014/4/9,"1,370.46"
2014/4/10,"1,381.14"
2014/4/11,"1,363.90"
2014/4/14,"1,372.73"
2014/4/15,"1,369.89"
2014/4/16,"1,359.30"
2014/4/17,"1,367.59"
2014/4/18,"1,377.42"
2014/4/21,"1,363.85"
2014/4/22,"1,336.19"
2014/4/23,"1,326.44"
2014/4/24,"1,319.51"
2014/4/25,"1,291.90"
2014/4/28,"1,257.26"
2014/4/29,"1,266.54"
2014/4/30,"1,283.21"
2014/5/5,"1,302.15"
2014/5/6,"1,316.86"
2014/5/7,"1,290.03"
2014/5/8,"1,279.84"
2014/5/9,"1,258.58"
2014/5/12,"1,278.28"
2014/5/13,"1,276.24"
2014/5/14,"1,278.66"
2014/5/15,"1,253.88"
2014/5/16,"1,226.47"
2014/5/19,"1,228.37"
2014/5/20,"1,244.65"
2014/5/21,"1,257.80"
2014/5/22,"1,269.51"
2014/5/23,"1,296.00"
2014/5/26,"1,320.76"
2014/5/27,"1,306.28"
2014/5/28,"1,338.97"
2014/5/29,"1,314.21"
2014/5/30,"1,318.13"
2014/6/3,"1,319.63"
2014/6/4,"1,321.72"
2014/6/5,"1,355.48"
2014/6/6,"1,350.45"
2014/6/9,"1,326.68"
2014/6/10,"1,353.87"
2014/6/11,"1,367.39"
2014/6/12,"1,363.74"
2014/6/13,"1,382.73"
2014/6/16,"1,395.61"
2014/6/17,"1,377.43"
2014/6/18,"1,363.99"
2014/6/19,"1,320.66"
2014/6/20,"1,333.98"
2014/6/23,"1,361.28"
2014/6/24,"1,369.44"
2014/6/25,"1,358.71"
2014/6/26,"1,386.27"
2014/6/27,"1,388.82"
2014/6/30,"1,404.71"
2014/7/1,"1,411.74"
2014/7/2,"1,419.94"
2014/7/3,"1,422.60"
2014/7/4,"1,411.64"
2014/7/7,"1,393.89"
2014/7/8,"1,410.73"
2014/7/9,"1,384.58"
2014/7/10,"1,363.88"
2014/7/11,"1,359.34"
2014/7/14,"1,367.07"
2014/7/15,"1,341.27"
2014/7/16,"1,318.62"
2014/7/17,"1,312.81"
2014/7/18,"1,305.92"
2014/7/21,"1,306.97"
2014/7/22,"1,329.35"
2014/7/23,"1,293.09"
2014/7/24,"1,271.88"
2014/7/25,"1,285.77"
2014/7/28,"1,314.53"
2014/7/29,"1,331.76"
2014/7/30,"1,342.74"
2014/7/31,"1,344.54"
2014/8/1,"1,325.94"
2014/8/4,"1,329.82"
2014/8/5,"1,360.69"
2014/8/6,"1,365.74"
2014/8/7,"1,362.03"
2014/8/8,"1,377.45"
2014/8/11,"1,397.78"
2014/8/12,"1,396.44"
2014/8/13,"1,384.31"
2014/8/14,"1,380.30"
2014/8/15,"1,392.45"
2014/8/18,"1,428.74"
2014/8/19,"1,436.40"
2014/8/20,"1,427.40"
2014/8/21,"1,447.88"
2014/8/22,"1,461.72"
2014/8/25,"1,443.81"
2014/8/26,"1,411.15"
2014/8/27,"1,420.54"
2014/8/28,"1,403.80"
2014/8/29,"1,424.47"
2014/9/1,"1,452.84"
2014/9/2,"1,465.03"
2014/9/3,"1,477.67"
2014/9/4,"1,495.51"
2014/9/5,"1,489.84"
2014/9/9,"1,494.02"
2014/9/10,"1,504.91"
2014/9/11,"1,513.01"
2014/9/12,"1,524.12"
2014/9/15,"1,526.14"
2014/9/16,"1,473.13"
2014/9/17,"1,479.12"
2014/9/18,"1,490.79"
2014/9/19,"1,499.12"
2014/9/22,"1,483.35"
2014/9/23,"1,500.99"
2014/9/24,"1,517.42"
2014/9/25,"1,508.42"
2014/9/26,"1,511.36"
2014/9/29,"1,526.18"
2014/9/30,"1,540.87"
2014/10/8,"1,557.57"
2014/10/9,"1,561.17"
2014/10/10,"1,554.22"
2014/10/13,"1,548.33"
2014/10/14,"1,539.12"
2014/10/15,"1,545.62"
2014/10/16,"1,526.56"
2014/10/17,"1,511.05"
2014/10/20,"1,532.38"
2014/10/21,"1,517.48"
2014/10/22,"1,504.55"
2014/10/23,"1,477.84"
2014/10/24,"1,477.59"
2014/10/27,"1,492.01"
2014/10/28,"1,522.05"
2014/10/29,"1,530.08"
2014/10/30,"1,525.77"
2014/10/31,"1,513.27"
2014/11/3,"1,529.89"
2014/11/4,"1,516.40"
2014/11/5,"1,512.49"
2014/11/6,"1,532.52"
2014/11/7,"1,522.63"
2014/11/10,"1,514.82"
2014/11/11,"1,461.51"
2014/11/12,"1,475.75"
2014/11/13,"1,442.86"
2014/11/14,"1,441.21"
2014/11/17,"1,471.69"
2014/11/18,"1,481.86"
2014/11/19,"1,505.55"
