date,value
40885,2596.38
40886,2646.85
40889,2612.26
40890,2579.27
40891,2539.31
40892,2541.01
40893,2555.33
40896,2523.14
40897,2603.73
40898,2577.97
40899,2599.45
40900,2618.64
40904,2625.2
40905,2589.98
40906,2613.74
40907,2605.15
40911,2648.72
40912,2648.36
40913,2669.86
40914,2674.22
40917,2676.56
40918,2702.5
40919,2710.76
40920,2724.7
40921,2710.67
40925,2728.08
40926,2769.71
40927,2788.33
40928,2786.7
40931,2784.17
40932,2786.64
40933,2818.31
40934,2805.28
40935,2816.55
40938,2811.94
40939,2813.84
40940,2848.27
40941,2859.68
40942,2905.66
40945,2901.99
40946,2904.08
40947,2915.86
40948,2927.23
40949,2903.88
40952,2931.39
40953,2931.83
40954,2915.83
40955,2959.85
40956,2951.78
40960,2948.57
40961,2933.17
40962,2956.98
40963,2963.75
40966,2966.16
40967,2986.76
40968,2966.89
40969,2988.97
40970,2976.19
40973,2950.48
40974,2910.32
40975,2935.69
40976,2970.42
40977,2988.34
40980,2983.66
40981,3039.88
40982,3040.73
40983,3056.37
40984,3055.26
40987,3078.32
40988,3074.15
40989,3075.32
40990,3063.32
40991,3067.92
40994,3122.57
40995,3120.35
40996,3104.96
40997,3095.36
40998,3091.57
41001,3119.7
41002,3113.57
41003,3068.09
41004,3080.5
41008,3047.08
41009,2991.22
41010,3016.46
41011,3055.55
41012,3011.33
41015,2988.4
41016,3042.82
41017,3031.45
41018,3007.56
41019,3000.45
41022,2970.45
41023,2961.6
41024,3029.63
41025,3050.61
41026,3069.2
41029,3046.36
41030,3050.44
41031,3059.85
41032,3024.3
41033,2956.34
41036,2957.76
41037,2946.27
41038,2934.71
41039,2933.64
41040,2933.82
41043,2902.58
41044,2893.76
41045,2874.04
41046,2813.69
41047,2778.79
41050,2847.21
41051,2839.08
41052,2850.12
41053,2839.38
41054,2837.53
41057,2837.53
41058,2870.99
41059,2837.36
41060,2827.34
41061,2747.48
41064,2760.01
41065,2778.11
41066,2844.72
41067,2831.02
41068,2858.42
41071,2809.73
41072,2843.07
41073,2818.61
41074,2836.33
41075,2872.8
41078,2895.33
41079,2929.76
41080,2930.45
41081,2859.09
41082,2892.42
41085,2836.16
41086,2854.06
41087,2875.32
41088,2849.49
41089,2935.05
41092,2951.23
41093,2976.08
41095,2976.12
41096,2937.33
41099,2931.77
41100,2902.33
41101,2887.98
41102,2866.19
41103,2908.47
41106,2896.94
41107,2910.04
41108,2942.6
41109,2965.9
41110,2925.3
41113,2890.15
41114,2862.99
41115,2854.24
41116,2893.25
41117,2958.09
41120,2945.84
41121,2939.52
41122,2920.21
41123,2909.77
41124,2967.9
41127,2989.91
41128,3015.86
41129,3011.25
41130,3018.64
41131,3020.86
41134,3022.52
41135,3016.98
41136,3030.93
41137,3062.39
41138,3076.59
41141,3076.21
41142,3067.26
41143,3073.67
41144,3053.4
41145,3069.79
41148,3073.19
41149,3077.14
41150,3081.19
41151,3048.71
41152,3066.96
41155,3066.96
41156,3075.06
41157,3069.27
41158,3135.81
41159,3136.42
41162,3104.02
41163,3104.53
41164,3114.31
41165,3155.83
41166,3183.95
41169,3178.67
41170,3177.8
41171,3182.62
41172,3175.96
41173,3179.96
41176,3160.78
41177,3117.73
41178,3093.7
41179,3136.6
41180,3116.23
41183,3113.53
41184,3120.04
41185,3135.23
41186,3149.46
41187,3136.19
41190,3112.35
41191,3065.02
41192,3051.78
41193,3049.41
41194,3044.11
41197,3064.18
41198,3101.17
41199,3104.12
41200,3072.87
41201,3005.62
41204,3016.96
41205,2990.46
41206,2981.7
41207,2986.12
41208,2987.95
41213,2977.23
41214,3020.06
41215,2982.13
41218,2999.66
41219,3011.93
41220,2937.29
41221,2895.58
41222,2904.87
41225,2904.25
41226,2883.89
41227,2846.81
41228,2836.94
41229,2853.13
41232,2916.07
41233,2916.68
41234,2926.55
41236,2966.85
41239,2976.78
41240,2967.79
41241,2991.78
41242,3012.03
41243,3010.24
41246,3002.2
41247,2996.69
41248,2973.7
41249,2989.27
41250,2978.04
41253,2986.96
41254,3022.3
41255,3013.81
41256,2992.16
41257,2971.33
41260,3010.6
41261,3054.53
41262,3044.36
41263,3050.39
41264,3021.01
41267,3012.6
41269,2990.16
41270,2985.91
41271,2960.31
41274,3019.51
41276,3112.26
41277,3100.57
41278,3101.66
41281,3098.81
41282,3091.81
41283,3105.81
41284,3121.76
41285,3125.63
41288,3117.5
41289,3110.78
41290,3117.54
41291,3136
41292,3134.71
41296,3143.18
41297,3153.67
41298,3130.38
41299,3149.71
41302,3154.3
41303,3153.66
41304,3142.31
41305,3142.13
41306,3179.1
41309,3131.17
41310,3171.58
41311,3168.48
41312,3165.13
41313,3193.87
41316,3192
41317,3186.49
41318,3196.88
41319,3198.66
41320,3192.03
41324,3213.59
41325,3164.41
41326,3131.49
41327,3161.82
41330,3116.25
41331,3129.65
41332,3162.26
41333,3160.19
41334,3169.74
41337,3182.03
41338,3224.13
41339,3222.37
41340,3232.09
41341,3244.37
41344,3252.87
41345,3242.32
41346,3245.12
41347,3258.93
41348,3249.07
41351,3237.59
41352,3229.1
41353,3254.19
41354,3222.6
41355,3245
41358,3235.3
41359,3252.48
41360,3256.52
41361,3267.52
41362,3267.52
41365,3239.17
41366,3254.86
41367,3218.6
41368,3224.98
41369,3203.86
41372,3222.25
41373,3237.86
41374,3297.25
41375,3300.16
41376,3294.95
41379,3216.49
41380,3264.63
41381,3204.67
41382,3166.36
41383,3206.06
41386,3233.55
41387,3269.33
41388,3269.65
41389,3289.99
41390,3279.26
41393,3307.02
41394,3328.79
41395,3299.13
41396,3340.62
41397,3378.63
41400,3392.97
41401,3396.63
41402,3413.27
41403,3409.17
41404,3436.58
41407,3438.79
41408,3462.61
41409,3471.62
41410,3465.24
41411,3498.97
41414,3496.43
41415,3502.12
41416,3463.3
41417,3459.42
41418,3459.14
41422,3488.89
41423,3467.52
41424,3491.3
41425,3455.91
41428,3465.37
41429,3445.26
41430,3401.48
41431,3424.05
41432,3469.22
41435,3473.77
41436,3436.95
41437,3400.43
41438,3445.36
41439,3423.56
41442,3452.13
41443,3482.18
41444,3443.2
41445,3364.64
41446,3357.25
41449,3320.76
41450,3347.89
41451,3376.22
41452,3401.86
41453,3403.25
41456,3434.49
41457,3433.4
41458,3443.67
41460,3479.38
41463,3484.83
41464,3504.26
41465,3520.76
41466,3578.3
41467,3600.08
41470,3607.49
41471,3598.5
41472,3610
41473,3611.28
41474,3587.61
41477,3600.39
41478,3579.27
41479,3579.6
41480,3605.19
41481,3613.16
41484,3599.14
41485,3616.47
41486,3626.37
41487,3675.74
41488,3689.59
41491,3692.95
41492,3665.77
41493,3654.01
41494,3669.12
41495,3660.11
41498,3669.95
41499,3684.44
41500,3669.27
41501,3606.12
41502,3602.78
41505,3589.09
41506,3613.59
41507,3599.79
41508,3638.71
41509,3657.79
41512,3657.57
41513,3578.52
41514,3593.35
41515,3620.3
41516,3589.87
41520,3612.61
41521,3649.04
41522,3658.78
41523,3660.01
41526,3706.18
41527,3729.02
41528,3725.01
41529,3715.97
41530,3722.18
41533,3717.85
41534,3745.7
41535,3783.64
41536,3789.38
41537,3774.73
41540,3765.29
41541,3768.25
41542,3761.1
41543,3787.43
41544,3781.59
41547,3771.48
41548,3817.98
41549,3815.02
41550,3774.34
41551,3807.75
41554,3770.38
41555,3694.83
41556,3677.78
41557,3760.75
41558,3791.87
41561,3815.28
41562,3794.01
41563,3839.43
41564,3863.15
41565,3914.28
41568,3920.05
41569,3929.57
41570,3907.07
41571,3928.96
41572,3943.36
41575,3940.13
41576,3952.34
41577,3930.62
41578,3919.71
41579,3922.04
41582,3936.59
41583,3939.86
41584,3931.95
41585,3857.33
41586,3919.23
41589,3919.79
41590,3919.92
41591,3965.58
41592,3972.74
41593,3985.97
41596,3949.07
41597,3931.55
41598,3921.27
41599,3969.16
41600,3991.65
41603,3994.57
41604,4017.75
41605,4044.75
41607,4059.89
41610,4045.26
41611,4037.2
41612,4038
41613,4033.17
41614,4062.52
41617,4068.75
41618,4060.49
41619,4003.81
41620,3998.4
41621,4000.98
41624,4029.52
41625,4023.68
41626,4070.06
41627,4058.14
41628,4104.74
41631,4148.9
41632,4155.42
41634,4167.18
41635,4156.59
41638,4154.2
41639,4176.59
41641,4143.07
41642,4131.91
41645,4113.68
41646,4153.18
41647,4165.61
41648,4156.19
41649,4174.67
41652,4113.3
41653,4183.02
41654,4214.88
41655,4218.69
41656,4197.58
41659,4197.58
41660,4225.76
41661,4243
41662,4218.88
41663,4128.17
41666,4083.61
41667,4097.96
41668,4051.43
41669,4123.13
41670,4103.88
41673,3996.96
41674,4031.52
41675,4011.55
41676,4057.12
41677,4125.86
41680,4148.17
41681,4191.05
41682,4201.29
41683,4240.67
41684,4244.02
41688,4272.78
41689,4237.95
41690,4267.55
41691,4263.41
41694,4292.97
41695,4287.59
41696,4292.06
41697,4318.93
41698,4308.12
41701,4277.3
41702,4351.97
41703,4357.97
41704,4352.13
41705,4336.22
41708,4334.45
41709,4307.19
41710,4323.33
41711,4260.42
41712,4245.4
41715,4279.95
41716,4333.31
41717,4307.6
41718,4319.29
41719,4276.79
41722,4226.39
41723,4234.27
41724,4173.58
41725,4151.23
41726,4155.76
41729,4198.99
41730,4268.04
41731,4276.46
41732,4237.74
41733,4127.73
41736,4079.75
41737,4112.99
41738,4183.9
41739,4054.11
41740,3999.73
41743,4022.69
41744,4034.16
41745,4086.23
41746,4095.52
41750,4121.55
41751,4161.46
41752,4126.97
41753,4148.34
41754,4075.56
41757,4074.4
41758,4103.54
41759,4114.56
41760,4127.45
41761,4123.9
41764,4138.06
41765,4080.76
41766,4067.67
41767,4051.5
41768,4071.87
41771,4143.86
41772,4130.17
41773,4100.63
41774,4069.29
41775,4090.59
41778,4125.81
41779,4096.89
41780,4131.54
41781,4154.34
41782,4185.81
41786,4237.07
41787,4225.08
41788,4247.95
41789,4242.62
41792,4237.2
41793,4234.08
41794,4251.64
41795,4296.23
41796,4321.4
41799,4336.24
41800,4338
41801,4331.93
41802,4297.63
41803,4310.65
41806,4321.1
41807,4337.23
41808,4362.84
41809,4359.33
41810,4368.04
41813,4368.68
41814,4350.35
41815,4379.76
41816,4379.05
41817,4397.93
41820,4408.18
41821,4458.65
41822,4457.73
41823,4485.93
41827,4451.53
41828,4391.46
41829,4419.03
41830,4396.2
41831,4415.49
41834,4440.42
41835,4416.39
41836,4425.97
41837,4363.45
41838,4432.15
41841,4424.7
41842,4456.02
41843,4473.7
41844,4472.11
41845,4449.56
41848,4444.91
41849,4442.7
41850,4462.9
41851,4369.77
41852,4352.64
41855,4383.89
41856,4352.84
41857,4355.05
41858,4334.97
41859,4370.9
41862,4401.33
41863,4389.25
41864,4434.13
41865,4453
41866,4464.93
41869,4508.31
41870,4527.51
41871,4526.48
41872,4532.1
41873,4538.55
41876,4557.35
41877,4570.64
41878,4569.62
41879,4557.7
41880,4580.27
41884,4598.19
41885,4572.56
41886,4562.29
41887,4582.9
41890,4592.29
41891,4552.29
41892,4586.52
41893,4591.81
41894,4567.6
41897,4518.9
41898,4552.76
41899,4562.19
41900,4593.43
41901,4579.79
41904,4527.69
41905,4508.69
41906,4555.22
41907,4466.75
41908,4512.19
41911,4505.85
41912,4493.39
41913,4422.09
41914,4430.2
41915,4475.62
41918,4454.8
41919,4385.2
41920,4468.59
41921,4378.34
41922,4276.24
41925,4213.66
41926,4227.17
41927,4215.32
41928,4217.39
41929,4258.44
41932,4316.07
41933,4419.48
41934,4382.85
41935,4452.79
41936,4483.72
41939,4485.93
41940,4564.29
41941,4549.23
41942,4566.14
41943,4630.74
41946,4638.91
41947,4623.64
41948,4620.72
41949,4638.47
41950,4632.53
41953,4651.62
41954,4660.56
41955,4675.14
41956,4680.14
41957,4688.54
41960,4671
41961,4702.44
41962,4675.71
41963,4701.87
41964,4712.97
41967,4754.89
41968,4758.25
41969,4787.32
41971,4791.63
41974,4727.35
41975,4755.81
41976,4774.47
41977,4769.44
41978,4780.76
41981,4740.69
41982,4766.47
41983,4684.02
41984,4708.16
41985,4653.6
41988,4605.16
41989,4547.83
41990,4644.31
41991,4748.4
41992,4765.38
41995,4781.42
41996,4765.42
41997,4773.47
41999,4806.86
42002,4806.91
42003,4777.44
42004,4736.05
42006,4726.81
42009,4652.57
42010,4592.74
42011,4650.47
42012,4736.19
42013,4704.07
42016,4664.71
42017,4661.5
42018,4639.32
42019,4570.82
42020,4634.38
42024,4654.85
42025,4667.42
42026,4750.4
42027,4757.88
42030,4771.76
42031,4681.5
42032,4637.99
42033,4683.41
42034,4635.24
42037,4676.69
42038,4727.74
42039,4716.7
42040,4765.1
42041,4744.4
42044,4726.01
42045,4787.64
42046,4801.18
42047,4857.61
42048,4893.84
42052,4899.27
42053,4906.36
42054,4924.7
42055,4955.97
42058,4960.97
42059,4968.12
42060,4967.14
42061,4987.89
42062,4963.53
42065,5008.1
42066,4979.9
42067,4967.14
42068,4982.81
42069,4927.37
42072,4942.44
42073,4859.79
42074,4849.94
42075,4893.29
42076,4871.76
42079,4929.51
42080,4937.43
42081,4982.83
42082,4992.38
42083,5026.42
42086,5010.97
42087,4994.73
42088,4876.52
42089,4863.36
42090,4891.22
42093,4947.44
42094,4900.88
42095,4880.23
42096,4886.94
42100,4917.32
42101,4910.23
42102,4950.82
42103,4974.56
42104,4995.98
42107,4988.25
42108,4977.29
42109,5011.02
42110,5007.79
42111,4931.81
42114,4994.6
42115,5014.1
42116,5035.17
42117,5056.06
42118,5092.08
42121,5060.25
42122,5055.42
42123,5023.64
42124,4941.42
42125,5005.39
42128,5016.93
42129,4939.33
42130,4919.64
42131,4945.54
42132,5003.55
42135,4993.57
42136,4976.19
42137,4981.69
42138,5050.8
42139,5048.29
42142,5078.44
42143,5070.03
42144,5071.74
42145,5090.79
42146,5089.36
42150,5032.75
42151,5106.59
42152,5097.98
42153,5070.03
42156,5082.93
42157,5076.52
42158,5099.23
42159,5059.12
42160,5068.46
42163,5021.63
42164,5013.87
42165,5076.69
42166,5082.51
42167,5051.1
42170,5029.97
42171,5055.55
42172,5064.88
42173,5132.95
42174,5117
42177,5153.97
42178,5160.09
42179,5122.41
42180,5112.19
42181,5080.51
42184,4958.47
42185,4986.87
42186,5013.12
42187,5009.21
42191,4991.94
42192,4997.46
42193,4909.76
42194,4922.4
42195,4997.7
42198,5071.51
42199,5104.89
42200,5098.94
42201,5163.18
42202,5210.14
42205,5218.86
42206,5208.12
42207,5171.77
42208,5146.41
42209,5088.63
42212,5039.78
42213,5089.21
42214,5111.73
42215,5128.78
42216,5128.28
42219,5115.38
42220,5105.55
42221,5139.94
42222,5056.44
42223,5043.54
42226,5101.8
42227,5036.79
42228,5044.39
42229,5033.56
42230,5048.24
42233,5091.7
42234,5059.35
42235,5019.05
42236,4877.49
42237,4706.04
42240,4526.25
42241,4506.49
42242,4697.54
42243,4812.71
42244,4828.33
42247,4776.51
42248,4636.11
42249,4749.98
42250,4733.5
42251,4683.92
42255,4811.93
42256,4756.53
42257,4796.25
42258,4822.34
42261,4805.76
42262,4860.52
42263,4889.24
42264,4893.95
42265,4827.23
42268,4828.96
42269,4756.72
42270,4752.74
42271,4734.48
42272,4686.5
42275,4543.97
42276,4517.32
42277,4620.17
42278,4627.08
42279,4707.78
42282,4781.26
42283,4748.36
42284,4791.15
42285,4810.79
42286,4830.47
42289,4838.64
42290,4796.61
42291,4782.85
42292,4870.1
42293,4886.69
42296,4905.47
42297,4880.97
42298,4840.12
42299,4920.05
42300,5031.86
42303,5034.7
42304,5030.15
42305,5095.69
42306,5074.27
42307,5053.75
42310,5128.99
42311,5145.13
42312,5142.48
42313,5127.74
42314,5147.12
42317,5095.3
42318,5083.24
42319,5067.02
42320,5005.08
42321,4927.88
42324,4984.62
42325,4986.02
42326,5075.2
42327,5073.64
42328,5104.92
42331,5102.48
42332,5102.81
42333,5116.14
42335,5127.52
42338,5108.67
42339,5156.31
42340,5123.22
42341,5037.53
42342,5142.27
42345,5101.81
42346,5098.24
42347,5022.87
42348,5045.17
42349,4933.47
42352,4952.23
42353,4995.36
42354,5071.13
42355,5002.55
42356,4923.08
42359,4968.92
42360,5001.11
42361,5045.93
42362,5048.49
42366,5040.99
42367,5107.94
42368,5065.85
42369,5007.41
42373,4903.09
42374,4891.43
42375,4835.77
42376,4689.43
42377,4643.63
42380,4637.99
42381,4685.92
42382,4526.06
42383,4615
42384,4488.42
42388,4476.95
42389,4471.69
42390,4472.06
42391,4591.18
42394,4518.49
42395,4567.67
42396,4468.17
42397,4506.68
42398,4613.95
42401,4620.37
42402,4516.95
42403,4504.24
42404,4509.56
42405,4363.14
42408,4283.75
42409,4268.76
42410,4283.59
42411,4266.84
42412,4337.51
42416,4435.96
42417,4534.06
42418,4487.54
42419,4504.43
42422,4570.61
42423,4503.58
42424,4542.61
42425,4582.21
42426,4590.47
42429,4557.95
42430,4689.6
42431,4703.42
42432,4707.42
42433,4717.02
42436,4708.25
42437,4648.83
42438,4674.38
42439,4662.16
42440,4748.47
42443,4750.28
42444,4728.67
42445,4763.97
42446,4774.99
42447,4795.65
42450,4808.87
42451,4821.66
42452,4768.86
42453,4773.51
42457,4766.79
42458,4846.62
42459,4869.29
42460,4869.85
42461,4914.54
42464,4891.8
42465,4843.93
42466,4920.72
42467,4848.37
42468,4850.69
42471,4833.4
42472,4872.09
42473,4947.42
42474,4945.89
42475,4938.22
42478,4960.02
42479,4940.33
42480,4948.13
42481,4945.89
42482,4906.23
42485,4895.79
42486,4888.31
42487,4863.14
42488,4805.29
42489,4775.36
42492,4817.59
42493,4763.22
42494,4725.64
42495,4717.09
42496,4736.16
42499,4750.21
42500,4809.88
42501,4760.69
42502,4737.33
42503,4717.68
42506,4775.46
42507,4715.73
42508,4739.12
42509,4712.53
42510,4769.56
42513,4765.78
42514,4861.06
42515,4894.89
42516,4901.77
42517,4933.51
42521,4948.06
42522,4952.25
42523,4971.36
42524,4942.52
42527,4968.71
42528,4961.75
42529,4974.64
42530,4958.62
42531,4894.55
42534,4848.44
42535,4843.55
42536,4834.93
42537,4844.92
42538,4800.34
42541,4837.21
42542,4843.76
42543,4833.32
42544,4910.04
42545,4707.98
42548,4594.44
42549,4691.87
42550,4779.25
42551,4842.67
42552,4862.57
42556,4822.9
42557,4859.16
42558,4876.81
42559,4956.76
42562,4988.64
42563,5022.82
42564,5005.73
42565,5034.06
42566,5029.59
42569,5055.78
42570,5036.37
42571,5089.93
42572,5073.9
42573,5100.16
42576,5097.63
42577,5110.05
42578,5139.81
42579,5154.98
42580,5162.13
42583,5184.2
42584,5137.73
42585,5159.74
42586,5166.25
42587,5221.12
42590,5213.14
42591,5225.48
42592,5204.58
42593,5228.4
42594,5232.89
42597,5262.02
42598,5227.11
42599,5228.66
42600,5240.15
42601,5238.38
42604,5244.6
42605,5260.08
42606,5217.69
42607,5212.2
42608,5218.92
42611,5232.33
42612,5222.99
42613,5213.22
42614,5227.21
42615,5249.9
42619,5275.91
42620,5283.93
42621,5259.48
42622,5125.91
42625,5211.89
42626,5155.26
42627,5173.77
42628,5249.69
42629,5244.57
42632,5235.03
42633,5241.35
42634,5295.18
42635,5339.52
42636,5305.75
42639,5257.49
42640,5305.71
42641,5318.55
42642,5269.15
42643,5312
42646,5300.87
42647,5289.66
42648,5316.02
42649,5306.85
42650,5292.4
42653,5328.67
42654,5246.79
42655,5239.02
42656,5213.33
42657,5214.16
42660,5199.82
42661,5243.84
42662,5246.41
42663,5241.83
42664,5257.4
42667,5309.83
42668,5283.4
42669,5250.27
42670,5215.97
42671,5190.1
42674,5189.14
42675,5153.58
42676,5105.57
42677,5058.41
42678,5046.37
42681,5166.17
42682,5193.49
42683,5251.07
42684,5208.8
42685,5237.11
42688,5218.4
42689,5275.62
42690,5294.58
42691,5333.97
42692,5321.51
42695,5368.86
42696,5386.35
42697,5380.68
42699,5398.92
42702,5368.81
42703,5379.92
42704,5323.68
42705,5251.11
42706,5255.65
42709,5308.89
42710,5333
42711,5393.76
42712,5417.36
42713,5444.5
